account_id,customer_id,account_type,currency,account_status,mobile_banking_flag,internet_banking_flag,atm_card_flag,checkbook_flag
ACC000002397,2397,Money Market,USD,Active,1,0,1,1
ACC000002398,2398,Corporate Current,USD,Active,1,1,0,0
ACC000002399,2399,USD Nostro,USD,Active,1,0,0,0
ACC000002400,2400,Savings,USD,Active,1,0,1,0
ACC000002401,2401,USD Nostro,USD,Active,1,1,1,0
ACC000002402,2402,Mobile Wallet,USD,Active,0,0,1,0
ACC000002403,2403,Corporate Current,USD,Active,0,1,1,1
ACC000002404,2404,Savings,ZWG,Active,1,0,1,0
ACC000002405,2405,Corporate Current,USD,Active,1,0,1,0
ACC000002406,2406,Current,USD,Active,1,1,1,0
ACC000002407,2407,Money Market,ZAR,Active,1,1,1,0
ACC000002408,2408,Corporate Current,ZWG,Active,1,1,1,0
ACC000002409,2409,Corporate Current,ZWG,Dormant,1,1,0,1
ACC000002410,2410,Call Account,USD,Active,1,1,1,1
ACC000002411,2411,USD Nostro,USD,Active,1,1,1,0
ACC000002412,2412,USD Nostro,ZWG,Active,1,1,1,0
ACC000002413,2413,Money Market,USD,Active,1,1,1,0
ACC000002414,2414,Call Account,USD,Active,1,1,1,1
ACC000002415,2415,Mobile Wallet,USD,Active,1,1,1,0
ACC000002416,2416,Current,USD,Active,1,1,1,0
ACC000002417,2417,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000002418,2418,Savings,EUR,Active,1,1,0,0
ACC000002419,2419,Mobile Wallet,EUR,Restricted,1,1,1,0
ACC000002420,2420,Mobile Wallet,GBP,Active,1,1,1,1
ACC000002421,2421,Mobile Wallet,USD,Active,1,0,1,0
ACC000002422,2422,Current,USD,Dormant,1,1,1,1
ACC000002423,2423,Call Account,USD,Active,1,1,1,1
ACC000002424,2424,Savings,ZWG,Active,1,0,1,0
ACC000002425,2425,Money Market,ZWG,Active,1,1,0,0
ACC000002426,2426,Current,ZWG,Restricted,1,0,1,1
ACC000002427,2427,Current,USD,Active,0,1,1,0
ACC000002428,2428,USD Nostro,USD,Active,1,0,1,1
ACC000002429,2429,Savings,USD,Active,0,1,0,0
ACC000002430,2430,Mobile Wallet,USD,Active,1,1,1,1
ACC000002431,2431,Current,ZAR,Active,0,1,1,0
ACC000002432,2432,Mobile Wallet,USD,Active,1,1,0,1
ACC000002433,2433,Savings,USD,Active,1,1,0,0
ACC000002434,2434,USD Nostro,ZWG,Active,1,1,1,0
ACC000002435,2435,Money Market,ZAR,Active,1,1,0,1
ACC000002436,2436,Savings,USD,Active,1,0,1,0
ACC000002437,2437,Savings,USD,Active,1,1,1,0
ACC000002438,2438,Mobile Wallet,EUR,Active,1,0,1,0
ACC000002439,2439,Corporate Current,USD,Active,1,1,1,1
ACC000002440,2440,Corporate Current,ZWG,Active,1,0,0,1
ACC000002441,2441,Corporate Current,USD,Active,1,1,1,0
ACC000002442,2442,Corporate Current,USD,Active,1,0,1,0
ACC000002443,2443,Corporate Current,ZWG,Active,1,0,1,1
ACC000002444,2444,Savings,USD,Active,1,0,0,0
ACC000002445,2445,Call Account,USD,Active,1,1,1,0
ACC000002446,2446,USD Nostro,USD,Active,1,1,1,0
ACC000002447,2447,Corporate Current,ZWG,Active,1,1,1,0
ACC000002448,2448,Savings,USD,Active,1,1,0,0
ACC000002449,2449,Mobile Wallet,USD,Active,1,0,0,0
ACC000002450,2450,Current,USD,Active,1,1,1,1
ACC000002451,2451,Corporate Current,ZWG,Active,1,1,1,0
ACC000002452,2452,Current,ZAR,Active,1,0,1,1
ACC000002453,2453,Corporate Current,GBP,Active,1,0,1,0
ACC000002454,2454,Money Market,ZWG,Active,1,1,1,0
ACC000002455,2455,Current,ZWG,Active,1,1,1,1
ACC000002456,2456,Mobile Wallet,USD,Active,1,0,1,1
ACC000002457,2457,USD Nostro,USD,Active,1,0,1,1
ACC000002458,2458,Corporate Current,GBP,Active,1,0,1,0
ACC000002459,2459,Call Account,ZWG,Active,1,1,0,1
ACC000002460,2460,Current,ZWG,Active,1,1,1,0
ACC000002461,2461,Corporate Current,USD,Active,1,1,1,1
ACC000002462,2462,USD Nostro,USD,Active,1,1,1,0
ACC000002463,2463,Corporate Current,ZWG,Active,1,1,1,0
ACC000002464,2464,Corporate Current,USD,Active,1,1,1,0
ACC000002465,2465,Current,ZAR,Active,1,0,1,0
ACC000002466,2466,Corporate Current,USD,Active,1,0,1,0
ACC000002467,2467,Call Account,USD,Active,1,0,1,1
ACC000002468,2468,Savings,USD,Active,1,0,1,0
ACC000002469,2469,Corporate Current,USD,Active,0,0,1,0
ACC000002470,2470,Savings,USD,Dormant,0,1,1,0
ACC000002471,2471,Mobile Wallet,USD,Active,0,1,0,0
ACC000002472,2472,USD Nostro,USD,Active,1,1,1,0
ACC000002473,2473,Mobile Wallet,USD,Active,1,0,1,1
ACC000002474,2474,Mobile Wallet,ZWG,Active,1,1,0,1
ACC000002475,2475,Call Account,USD,Active,1,1,1,0
ACC000002476,2476,Corporate Current,EUR,Active,1,1,1,0
ACC000002477,2477,Savings,GBP,Active,0,0,1,1
ACC000002478,2478,Savings,USD,Active,0,1,1,1
ACC000002479,2479,Current,USD,Dormant,0,0,0,0
ACC000002480,2480,Corporate Current,USD,Active,1,1,1,0
ACC000002481,2481,Corporate Current,EUR,Active,1,0,0,0
ACC000002482,2482,Savings,USD,Active,1,0,1,0
ACC000002483,2483,Current,USD,Active,1,1,0,0
ACC000002484,2484,Corporate Current,USD,Active,1,0,1,0
ACC000002485,2485,Money Market,ZWG,Active,1,0,1,0
ACC000002486,2486,USD Nostro,ZAR,Active,1,1,1,1
ACC000002487,2487,Corporate Current,USD,Dormant,1,0,1,0
ACC000002488,2488,Money Market,USD,Active,1,0,1,1
ACC000002489,2489,Mobile Wallet,EUR,Active,1,1,0,0
ACC000002490,2490,USD Nostro,USD,Active,1,0,0,1
ACC000002491,2491,Savings,USD,Active,1,0,1,0
ACC000002492,2492,Corporate Current,ZWG,Active,1,0,1,0
ACC000002493,2493,Savings,EUR,Active,1,0,0,1
ACC000002494,2494,Current,ZAR,Dormant,0,0,0,0
ACC000002495,2495,Call Account,USD,Active,1,0,1,1
ACC000002496,2496,Savings,USD,Active,1,1,1,0
ACC000002497,2497,Current,ZWG,Active,1,1,0,0
ACC000002498,2498,Savings,ZAR,Active,1,1,1,0
ACC000002499,2499,Mobile Wallet,USD,Active,0,1,0,1
ACC000002500,2500,Money Market,USD,Active,1,1,0,1
ACC000002501,2501,Mobile Wallet,EUR,Active,1,1,0,0
ACC000002502,2502,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000002503,2503,USD Nostro,USD,Active,1,1,0,0
ACC000002504,2504,Current,USD,Active,0,1,1,0
ACC000002505,2505,Corporate Current,USD,Dormant,1,1,1,0
ACC000002506,2506,Money Market,USD,Active,1,1,1,0
ACC000002507,2507,Money Market,USD,Active,0,1,1,0
ACC000002508,2508,Savings,USD,Dormant,1,0,0,1
ACC000002509,2509,Corporate Current,USD,Active,0,1,0,0
ACC000002510,2510,Corporate Current,ZAR,Dormant,0,0,0,0
ACC000002511,2511,Savings,USD,Active,1,1,1,1
ACC000002512,2512,USD Nostro,ZAR,Active,1,1,0,1
ACC000002513,2513,Corporate Current,ZWG,Active,0,1,1,0
ACC000002514,2514,Call Account,USD,Active,0,1,1,0
ACC000002515,2515,Savings,ZWG,Active,0,1,1,1
ACC000002516,2516,Call Account,USD,Active,1,0,0,0
ACC000002517,2517,Savings,USD,Active,1,1,1,0
ACC000002518,2518,Savings,USD,Active,0,1,1,0
ACC000002519,2519,Corporate Current,USD,Active,0,1,0,1
ACC000002520,2520,Mobile Wallet,USD,Active,1,1,0,1
ACC000002521,2521,Savings,USD,Active,1,0,0,0
ACC000002522,2522,USD Nostro,USD,Dormant,1,1,0,0
ACC000002523,2523,Corporate Current,ZWG,Active,1,1,1,0
ACC000002524,2524,Current,USD,Active,1,0,1,0
ACC000002525,2525,Corporate Current,USD,Active,0,1,0,0
ACC000002526,2526,Current,USD,Restricted,1,1,0,0
ACC000002527,2527,Corporate Current,ZWG,Active,0,1,0,0
ACC000002528,2528,USD Nostro,ZWG,Active,1,1,1,0
ACC000002529,2529,Money Market,USD,Active,1,0,1,0
ACC000002530,2530,Current,ZWG,Active,0,0,1,1
ACC000002531,2531,Call Account,ZWG,Active,1,0,1,0
ACC000002532,2532,Current,USD,Active,1,1,0,0
ACC000002533,2533,Call Account,ZWG,Active,1,1,0,0
ACC000002534,2534,Corporate Current,USD,Active,1,1,0,0
ACC000002535,2535,Current,USD,Active,1,1,0,1
ACC000002536,2536,Current,USD,Dormant,0,0,1,0
ACC000002537,2537,Current,EUR,Active,1,1,1,0
ACC000002538,2538,Current,ZWG,Active,1,0,1,1
ACC000002539,2539,Corporate Current,USD,Active,1,1,1,0
ACC000002540,2540,Mobile Wallet,ZWG,Active,1,0,0,0
ACC000002541,2541,USD Nostro,EUR,Active,0,1,1,0
ACC000002542,2542,Savings,GBP,Active,1,0,1,0
ACC000002543,2543,Current,GBP,Dormant,1,1,0,0
ACC000002544,2544,Corporate Current,EUR,Dormant,1,1,1,1
ACC000002545,2545,Current,USD,Active,0,0,1,0
ACC000002546,2546,Savings,USD,Active,1,1,1,0
ACC000002547,2547,Savings,USD,Active,0,1,1,0
ACC000002548,2548,Corporate Current,USD,Active,1,1,1,1
ACC000002549,2549,Corporate Current,ZWG,Active,1,0,1,1
ACC000002550,2550,Current,USD,Active,1,1,1,0
ACC000002551,2551,Current,USD,Dormant,1,1,1,0
ACC000002552,2552,Savings,USD,Active,1,0,1,0
ACC000002553,2553,Current,USD,Active,0,0,1,0
ACC000002554,2554,Corporate Current,USD,Active,0,0,1,0
ACC000002555,2555,Mobile Wallet,USD,Active,1,0,0,0
ACC000002556,2556,Mobile Wallet,USD,Active,1,1,1,0
ACC000002557,2557,Corporate Current,ZWG,Restricted,1,1,1,0
ACC000002558,2558,Corporate Current,USD,Active,1,0,1,0
ACC000002559,2559,Mobile Wallet,ZAR,Active,1,1,0,0
ACC000002560,2560,Money Market,ZWG,Active,1,0,1,1
ACC000002561,2561,Current,ZWG,Active,1,0,1,1
ACC000002562,2562,USD Nostro,USD,Active,1,1,1,0
ACC000002563,2563,Current,USD,Active,0,1,0,1
ACC000002564,2564,Call Account,USD,Active,0,1,1,0
ACC000002565,2565,Corporate Current,USD,Active,1,1,1,0
ACC000002566,2566,Money Market,GBP,Active,1,1,1,1
ACC000002567,2567,Current,USD,Active,1,0,1,0
ACC000002568,2568,Corporate Current,ZAR,Active,1,1,1,1
ACC000002569,2569,Money Market,USD,Active,1,0,1,1
ACC000002570,2570,Money Market,ZWG,Active,1,1,1,0
ACC000002571,2571,Corporate Current,USD,Active,0,0,0,1
ACC000002572,2572,Current,USD,Active,1,1,0,0
ACC000002573,2573,Savings,USD,Dormant,1,1,1,0
ACC000002574,2574,Mobile Wallet,GBP,Active,1,0,0,0
ACC000002575,2575,Savings,USD,Active,1,0,0,1
ACC000002576,2576,Corporate Current,ZWG,Active,1,1,1,0
ACC000002577,2577,Call Account,ZWG,Dormant,1,0,1,1
ACC000002578,2578,Corporate Current,ZWG,Active,1,0,1,0
ACC000002579,2579,Savings,USD,Dormant,0,1,1,0
ACC000002580,2580,Current,USD,Active,1,1,0,0
ACC000002581,2581,Call Account,USD,Active,0,1,1,1
ACC000002582,2582,Money Market,GBP,Active,1,1,1,1
ACC000002583,2583,Current,USD,Dormant,1,1,1,1
ACC000002584,2584,Corporate Current,USD,Active,1,1,1,0
ACC000002585,2585,Current,USD,Active,1,1,1,1
ACC000002586,2586,Current,ZWG,Active,1,1,1,0
ACC000002587,2587,Mobile Wallet,USD,Active,1,1,0,0
ACC000002588,2588,Mobile Wallet,USD,Active,0,1,1,1
ACC000002589,2589,Corporate Current,ZWG,Active,1,0,0,1
ACC000002590,2590,Mobile Wallet,ZAR,Active,0,0,1,0
ACC000002591,2591,Corporate Current,USD,Active,1,0,1,1
ACC000002592,2592,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000002593,2593,Current,ZWG,Active,1,1,1,1
ACC000002594,2594,Savings,USD,Active,0,0,1,0
ACC000002595,2595,Money Market,EUR,Dormant,1,1,1,0
ACC000002596,2596,Current,USD,Active,1,1,1,0
ACC000002597,2597,Savings,USD,Active,1,1,0,0
ACC000002598,2598,Money Market,USD,Active,1,1,0,1
ACC000002599,2599,Money Market,GBP,Active,1,0,1,0
ACC000002600,2600,Current,ZWG,Active,1,0,0,0
ACC000002601,2601,Mobile Wallet,ZWG,Active,0,1,0,0
ACC000002602,2602,Savings,USD,Active,0,0,0,0
ACC000002603,2603,Current,USD,Active,1,0,0,0
ACC000002604,2604,Money Market,GBP,Active,1,1,1,0
ACC000002605,2605,Mobile Wallet,USD,Active,1,1,1,0
ACC000002606,2606,Call Account,ZWG,Active,1,1,1,0
ACC000002607,2607,Money Market,ZWG,Active,1,1,0,0
ACC000002608,2608,Savings,USD,Active,1,0,1,1
ACC000002609,2609,USD Nostro,USD,Active,1,1,1,0
ACC000002610,2610,Call Account,EUR,Active,1,1,0,1
ACC000002611,2611,USD Nostro,USD,Dormant,1,1,0,0
ACC000002612,2612,Current,GBP,Active,0,0,0,0
ACC000002613,2613,Money Market,USD,Active,1,1,0,0
ACC000002614,2614,Savings,ZWG,Active,1,1,1,0
ACC000002615,2615,USD Nostro,EUR,Active,0,0,0,1
ACC000002616,2616,Current,USD,Active,1,0,1,1
ACC000002617,2617,Mobile Wallet,USD,Active,1,0,1,0
ACC000002618,2618,Corporate Current,USD,Active,1,1,1,0
ACC000002619,2619,Savings,USD,Active,1,0,1,1
ACC000002620,2620,Corporate Current,ZWG,Active,1,1,1,0
ACC000002621,2621,Savings,EUR,Active,1,0,1,1
ACC000002622,2622,Current,USD,Active,1,1,1,0
ACC000002623,2623,Money Market,ZAR,Active,1,0,0,0
ACC000002624,2624,Savings,ZWG,Active,0,1,1,0
ACC000002625,2625,Call Account,USD,Dormant,0,1,1,0
ACC000002626,2626,Mobile Wallet,ZWG,Dormant,1,1,1,0
ACC000002627,2627,Current,ZWG,Active,0,1,1,0
ACC000002628,2628,Savings,USD,Active,0,0,0,0
ACC000002629,2629,USD Nostro,USD,Active,1,1,1,1
ACC000002630,2630,Current,USD,Active,0,1,1,0
ACC000002631,2631,Current,ZWG,Active,1,1,1,1
ACC000002632,2632,USD Nostro,ZAR,Restricted,1,0,0,0
ACC000002633,2633,Current,ZWG,Active,1,1,1,0
ACC000002634,2634,Corporate Current,USD,Active,1,1,1,1
ACC000002635,2635,Current,ZAR,Active,0,1,1,1
ACC000002636,2636,Corporate Current,ZWG,Active,1,1,0,0
ACC000002637,2637,Current,USD,Active,1,1,1,0
ACC000002638,2638,Savings,USD,Active,1,1,1,0
ACC000002639,2639,Savings,USD,Active,1,1,1,0
ACC000002640,2640,Corporate Current,USD,Active,1,1,1,1
ACC000002641,2641,Mobile Wallet,USD,Active,0,0,1,1
ACC000002642,2642,Money Market,ZWG,Active,0,1,1,1
ACC000002643,2643,Money Market,USD,Active,0,0,1,0
ACC000002644,2644,Savings,USD,Dormant,1,1,1,0
ACC000002645,2645,Corporate Current,USD,Active,1,1,1,0
ACC000002646,2646,Savings,EUR,Dormant,1,0,1,1
ACC000002647,2647,Current,USD,Active,1,1,1,0
ACC000002648,2648,Money Market,EUR,Active,1,1,1,1
ACC000002649,2649,Mobile Wallet,ZAR,Active,1,0,0,0
ACC000002650,2650,Call Account,USD,Active,1,1,1,1
ACC000002651,2651,Corporate Current,USD,Active,1,0,0,1
ACC000002652,2652,Call Account,USD,Active,1,0,1,0
ACC000002653,2653,Savings,USD,Active,0,0,1,0
ACC000002654,2654,Corporate Current,ZAR,Active,0,1,0,1
ACC000002655,2655,Current,ZWG,Active,0,0,1,1
ACC000002656,2656,Savings,USD,Active,1,1,1,0
ACC000002657,2657,Current,USD,Active,1,1,1,1
ACC000002658,2658,Current,GBP,Restricted,1,0,1,0
ACC000002659,2659,Corporate Current,USD,Active,0,1,1,0
ACC000002660,2660,Current,USD,Active,1,1,1,0
ACC000002661,2661,Current,GBP,Active,1,0,1,0
ACC000002662,2662,USD Nostro,USD,Active,1,0,1,0
ACC000002663,2663,Mobile Wallet,GBP,Active,1,1,1,0
ACC000002664,2664,Corporate Current,USD,Active,1,1,0,0
ACC000002665,2665,USD Nostro,USD,Active,1,1,1,0
ACC000002666,2666,Current,EUR,Active,1,1,1,0
ACC000002667,2667,Savings,USD,Active,1,1,1,1
ACC000002668,2668,Call Account,ZWG,Active,1,1,1,0
ACC000002669,2669,Money Market,USD,Active,1,0,1,0
ACC000002670,2670,Savings,USD,Active,1,1,1,0
ACC000002671,2671,Corporate Current,USD,Dormant,1,1,1,0
ACC000002672,2672,Money Market,USD,Active,1,1,0,0
ACC000002673,2673,Current,ZWG,Active,0,1,0,1
ACC000002674,2674,Savings,USD,Active,1,1,0,1
ACC000002675,2675,Savings,GBP,Active,1,0,1,1
ACC000002676,2676,Call Account,ZWG,Dormant,0,0,1,1
ACC000002677,2677,Current,USD,Active,1,1,1,1
ACC000002678,2678,Corporate Current,USD,Dormant,0,1,1,1
ACC000002679,2679,Mobile Wallet,USD,Active,1,0,0,1
ACC000002680,2680,Savings,ZWG,Active,0,0,1,0
ACC000002681,2681,Mobile Wallet,USD,Active,1,0,0,0
ACC000002682,2682,Savings,USD,Dormant,1,0,1,1
ACC000002683,2683,USD Nostro,ZAR,Active,1,1,1,0
ACC000002684,2684,Mobile Wallet,USD,Active,0,0,1,0
ACC000002685,2685,Corporate Current,USD,Active,0,0,0,0
ACC000002686,2686,Savings,GBP,Active,1,0,1,1
ACC000002687,2687,Savings,ZWG,Active,1,0,1,0
ACC000002688,2688,Mobile Wallet,USD,Active,1,1,0,0
ACC000002689,2689,Corporate Current,ZWG,Active,1,0,0,0
ACC000002690,2690,Savings,USD,Active,0,1,1,0
ACC000002691,2691,Call Account,ZWG,Active,0,0,1,0
ACC000002692,2692,Savings,ZWG,Active,1,0,1,0
ACC000002693,2693,Call Account,GBP,Active,1,0,1,0
ACC000002694,2694,Money Market,EUR,Active,1,1,1,0
ACC000002695,2695,Call Account,USD,Active,1,1,1,1
ACC000002696,2696,Call Account,ZWG,Active,1,1,1,0
ACC000002697,2697,Money Market,USD,Active,1,1,1,1
ACC000002698,2698,Savings,USD,Restricted,1,1,1,1
ACC000002699,2699,Savings,USD,Active,1,1,1,1
ACC000002700,2700,Corporate Current,USD,Active,0,0,0,1
ACC000002701,2701,Savings,USD,Active,1,1,1,0
ACC000002702,2702,Mobile Wallet,USD,Active,1,1,0,0
ACC000002703,2703,Call Account,ZWG,Active,0,0,0,0
ACC000002704,2704,Money Market,USD,Active,1,1,1,0
ACC000002705,2705,Current,ZWG,Active,0,0,0,1
ACC000002706,2706,Corporate Current,ZWG,Active,1,1,1,0
ACC000002707,2707,Savings,USD,Active,1,1,1,0
ACC000002708,2708,Money Market,EUR,Active,1,0,1,1
ACC000002709,2709,Savings,USD,Active,1,1,1,1
ACC000002710,2710,Mobile Wallet,ZAR,Active,1,1,1,1
ACC000002711,2711,Savings,USD,Active,0,1,1,1
ACC000002712,2712,Current,USD,Active,1,0,0,0
ACC000002713,2713,Current,ZWG,Active,1,0,1,0
ACC000002714,2714,Current,USD,Active,1,1,1,0
ACC000002715,2715,Money Market,EUR,Active,1,1,1,0
ACC000002716,2716,Mobile Wallet,ZAR,Active,1,1,1,0
ACC000002717,2717,Mobile Wallet,USD,Active,1,1,1,1
ACC000002718,2718,Corporate Current,USD,Active,1,0,1,1
ACC000002719,2719,Mobile Wallet,ZWG,Active,0,0,1,1
ACC000002720,2720,Savings,ZAR,Active,1,1,0,1
ACC000002721,2721,Corporate Current,USD,Active,1,1,1,1
ACC000002722,2722,Corporate Current,ZWG,Active,1,1,1,1
ACC000002723,2723,Corporate Current,ZWG,Active,0,1,1,0
ACC000002724,2724,USD Nostro,ZWG,Active,1,0,1,0
ACC000002725,2725,Call Account,USD,Active,1,0,1,0
ACC000002726,2726,Mobile Wallet,USD,Active,1,1,1,0
ACC000002727,2727,Savings,USD,Active,0,1,1,0
ACC000002728,2728,Corporate Current,USD,Active,1,0,1,0
ACC000002729,2729,Corporate Current,ZWG,Dormant,1,0,0,0
ACC000002730,2730,Mobile Wallet,USD,Active,1,1,0,0
ACC000002731,2731,Corporate Current,USD,Active,1,1,1,1
ACC000002732,2732,Mobile Wallet,USD,Active,1,0,0,0
ACC000002733,2733,Corporate Current,USD,Active,1,0,0,1
ACC000002734,2734,Mobile Wallet,ZWG,Active,1,1,1,0
ACC000002735,2735,Current,ZWG,Active,1,1,1,1
ACC000002736,2736,Current,USD,Active,0,1,1,0
ACC000002737,2737,Mobile Wallet,USD,Active,1,0,1,0
ACC000002738,2738,Savings,USD,Active,0,1,1,0
ACC000002739,2739,Money Market,USD,Active,1,0,1,0
ACC000002740,2740,Savings,USD,Active,1,1,1,0
ACC000002741,2741,Call Account,ZWG,Dormant,1,0,1,0
ACC000002742,2742,Corporate Current,USD,Active,0,0,1,1
ACC000002743,2743,Current,ZWG,Active,0,1,1,0
ACC000002744,2744,Mobile Wallet,USD,Active,1,1,1,0
ACC000002745,2745,Call Account,USD,Active,1,0,1,0
ACC000002746,2746,Current,USD,Active,1,0,1,1
ACC000002747,2747,Mobile Wallet,USD,Active,0,1,1,0
ACC000002748,2748,Call Account,USD,Active,1,0,1,0
ACC000002749,2749,Corporate Current,USD,Active,1,1,1,0
ACC000002750,2750,Money Market,USD,Active,1,0,1,1
ACC000002751,2751,USD Nostro,USD,Active,1,1,1,0
ACC000002752,2752,Mobile Wallet,USD,Active,1,1,1,1
ACC000002753,2753,Savings,USD,Active,1,0,1,1
ACC000002754,2754,Current,ZAR,Restricted,1,0,1,0
ACC000002755,2755,Corporate Current,USD,Active,1,1,1,0
ACC000002756,2756,Current,USD,Active,1,1,0,0
ACC000002757,2757,Savings,ZWG,Active,1,1,1,0
ACC000002758,2758,USD Nostro,ZAR,Active,1,0,0,0
ACC000002759,2759,Corporate Current,USD,Active,0,0,1,0
ACC000002760,2760,Mobile Wallet,ZWG,Active,1,1,1,0
ACC000002761,2761,Money Market,ZWG,Active,1,0,1,0
ACC000002762,2762,Savings,USD,Dormant,1,0,1,0
ACC000002763,2763,Current,USD,Active,1,1,1,0
ACC000002764,2764,Corporate Current,USD,Active,1,1,0,0
ACC000002765,2765,Corporate Current,USD,Active,1,1,0,0
ACC000002766,2766,USD Nostro,USD,Active,1,1,1,0
ACC000002767,2767,Corporate Current,ZAR,Active,1,0,0,0
ACC000002768,2768,Corporate Current,USD,Active,1,1,1,0
ACC000002769,2769,Savings,USD,Dormant,1,0,1,0
ACC000002770,2770,Mobile Wallet,ZWG,Active,1,1,0,1
ACC000002771,2771,Money Market,USD,Active,0,1,0,0
ACC000002772,2772,USD Nostro,ZAR,Active,1,1,1,0
ACC000002773,2773,USD Nostro,USD,Active,1,1,0,0
ACC000002774,2774,Savings,USD,Dormant,0,1,1,1
ACC000002775,2775,Mobile Wallet,GBP,Active,1,1,1,0
ACC000002776,2776,USD Nostro,USD,Active,0,1,1,0
ACC000002777,2777,Corporate Current,USD,Restricted,1,1,1,0
ACC000002778,2778,Current,EUR,Active,1,1,1,1
ACC000002779,2779,Savings,ZWG,Active,1,0,1,0
ACC000002780,2780,USD Nostro,USD,Active,0,0,1,0
ACC000002781,2781,Current,USD,Active,0,1,1,1
ACC000002782,2782,USD Nostro,USD,Active,0,0,1,1
ACC000002783,2783,Savings,ZWG,Active,1,0,1,0
ACC000002784,2784,Corporate Current,GBP,Active,1,0,1,0
ACC000002785,2785,Savings,USD,Dormant,1,0,1,0
ACC000002786,2786,Mobile Wallet,EUR,Active,1,0,1,0
ACC000002787,2787,Savings,USD,Active,0,0,0,0
ACC000002788,2788,Current,EUR,Active,1,0,1,0
ACC000002789,2789,USD Nostro,USD,Active,1,0,1,0
ACC000002790,2790,Money Market,USD,Active,0,1,1,0
ACC000002791,2791,Current,GBP,Active,1,1,1,1
ACC000002792,2792,USD Nostro,ZAR,Active,1,1,1,0
ACC000002793,2793,Corporate Current,ZWG,Active,1,1,0,1
ACC000002794,2794,Savings,ZAR,Active,0,1,1,0
ACC000002795,2795,Savings,ZWG,Active,1,0,1,0
ACC000002796,2796,Money Market,ZWG,Active,1,0,1,0
ACC000002797,2797,Current,USD,Active,1,0,1,0
ACC000002798,2798,Mobile Wallet,USD,Active,1,1,1,0
ACC000002799,2799,Current,USD,Active,1,1,0,0
ACC000002800,2800,Current,USD,Dormant,1,0,1,0
ACC000002801,2801,Call Account,USD,Active,1,1,1,0
ACC000002802,2802,Current,USD,Active,1,1,1,0
ACC000002803,2803,Money Market,USD,Active,1,1,0,1
ACC000002804,2804,Current,USD,Active,1,1,1,0
ACC000002805,2805,Mobile Wallet,USD,Active,1,0,0,0
ACC000002806,2806,Corporate Current,ZWG,Active,1,1,1,1
ACC000002807,2807,Call Account,USD,Active,0,0,1,1
ACC000002808,2808,Mobile Wallet,EUR,Active,0,0,1,1
ACC000002809,2809,Money Market,USD,Active,1,1,0,0
ACC000002810,2810,Money Market,USD,Dormant,1,0,1,1
ACC000002811,2811,Mobile Wallet,USD,Active,1,0,1,0
ACC000002812,2812,Current,ZWG,Restricted,1,1,0,1
ACC000002813,2813,Current,GBP,Active,1,1,0,0
ACC000002814,2814,Current,ZWG,Active,1,1,1,1
ACC000002815,2815,Call Account,ZWG,Active,1,1,0,1
ACC000002816,2816,USD Nostro,USD,Active,1,1,1,1
ACC000002817,2817,Savings,ZWG,Active,0,1,1,1
ACC000002818,2818,Corporate Current,USD,Active,1,0,1,0
ACC000002819,2819,Savings,ZWG,Active,1,0,1,0
ACC000002820,2820,Current,USD,Active,1,0,0,0
ACC000002821,2821,Savings,GBP,Active,1,1,0,1
ACC000002822,2822,USD Nostro,USD,Active,1,1,1,0
ACC000002823,2823,Corporate Current,EUR,Active,1,0,0,0
ACC000002824,2824,Corporate Current,ZWG,Active,0,1,1,0
ACC000002825,2825,Money Market,USD,Active,1,1,1,0
ACC000002826,2826,Money Market,USD,Active,1,0,1,0
ACC000002827,2827,Current,ZAR,Active,1,1,1,1
ACC000002828,2828,Current,ZAR,Active,1,0,1,0
ACC000002829,2829,Mobile Wallet,USD,Active,1,0,0,0
ACC000002830,2830,Current,ZWG,Dormant,0,1,1,0
ACC000002831,2831,Corporate Current,USD,Active,1,1,1,1
ACC000002832,2832,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000002833,2833,Call Account,USD,Active,1,1,1,0
ACC000002834,2834,Mobile Wallet,USD,Active,1,0,1,1
ACC000002835,2835,Money Market,ZWG,Active,1,0,1,0
ACC000002836,2836,Current,ZWG,Active,0,1,1,0
ACC000002837,2837,Current,USD,Active,1,1,0,0
ACC000002838,2838,Current,GBP,Restricted,1,1,1,0
ACC000002839,2839,Savings,USD,Active,1,1,0,0
ACC000002840,2840,Savings,ZWG,Active,1,1,1,0
ACC000002841,2841,Mobile Wallet,USD,Active,1,1,1,1
ACC000002842,2842,Current,ZWG,Dormant,1,1,1,0
ACC000002843,2843,Current,EUR,Active,1,1,0,1
ACC000002844,2844,Call Account,GBP,Active,1,1,1,1
ACC000002845,2845,Call Account,USD,Active,1,1,1,1
ACC000002846,2846,Current,USD,Active,1,1,1,0
ACC000002847,2847,Savings,USD,Active,1,0,1,0
ACC000002848,2848,Mobile Wallet,ZWG,Active,0,1,0,0
ACC000002849,2849,Call Account,USD,Active,1,1,1,0
ACC000002850,2850,Corporate Current,USD,Active,0,0,1,1
ACC000002851,2851,Money Market,USD,Active,1,0,0,0
ACC000002852,2852,Current,ZAR,Restricted,1,1,0,0
ACC000002853,2853,Current,USD,Active,1,1,0,1
