link_id,customer_id_1,customer_id_2,link_type,link_strength
CL00007750,17780,27212,shared_address,0.43
CL00007751,45861,1407,shared_phone,0.654
CL00007752,47776,45314,shared_beneficial_owner,0.583
CL00007753,20252,17660,shared_beneficial_owner,0.816
CL00007754,38479,25664,shared_phone,0.784
CL00007755,37344,44486,shared_beneficial_owner,0.958
CL00007756,30158,47921,shared_director,0.941
CL00007757,15118,27234,shared_beneficial_owner,0.464
CL00007758,4129,7524,shared_director,0.796
CL00007759,39884,26754,shared_address,0.402
CL00007760,1356,40851,shared_director,0.66
CL00007761,42983,6405,shared_director,0.969
CL00007762,5901,24892,shared_phone,0.962
CL00007763,8966,19629,related_party,0.432
CL00007764,29486,27489,related_party,0.613
CL00007765,15268,20705,shared_director,0.424
CL00007766,17526,36554,shared_phone,0.934
CL00007767,28530,42926,shared_phone,0.637
CL00007768,12869,18766,shared_director,0.829
CL00007769,31714,26943,shared_beneficial_owner,0.99
CL00007770,47643,1326,shared_beneficial_owner,0.848
CL00007771,11394,8667,shared_director,0.995
CL00007772,48001,37074,shared_beneficial_owner,0.815
CL00007773,22808,44531,shared_beneficial_owner,0.819
CL00007774,4809,9135,related_party,0.905
CL00007775,33209,18995,shared_phone,0.653
CL00007776,30303,23266,shared_address,0.688
CL00007777,22924,43090,shared_director,0.733
CL00007778,11112,34154,shared_director,0.674
CL00007779,40828,16337,shared_beneficial_owner,0.614
CL00007780,47299,23731,shared_director,0.817
CL00007781,34975,48978,shared_director,0.806
CL00007782,21997,42639,shared_beneficial_owner,0.407
CL00007783,48375,15421,shared_beneficial_owner,0.998
CL00007784,38688,40967,shared_beneficial_owner,0.791
CL00007785,36120,17323,shared_address,0.944
CL00007786,26543,42305,shared_beneficial_owner,0.789
CL00007787,44862,11623,shared_director,0.778
CL00007788,36872,29964,shared_address,0.611
CL00007789,47114,22789,related_party,0.739
CL00007790,23750,41163,shared_director,0.939
CL00007791,891,23071,shared_address,0.725
CL00007792,18921,14984,shared_director,0.853
CL00007793,37097,1901,shared_beneficial_owner,0.531
CL00007794,20503,37150,shared_director,0.773
CL00007795,18092,44531,shared_director,0.569
CL00007796,44771,43918,shared_beneficial_owner,0.992
CL00007797,2213,6010,shared_director,0.758
CL00007798,47194,8158,shared_director,0.732
CL00007799,28454,9431,shared_address,0.669
CL00007800,41628,18782,shared_beneficial_owner,0.555
CL00007801,41973,36863,related_party,0.656
CL00007802,1992,15895,shared_address,0.862
CL00007803,26959,48465,shared_beneficial_owner,0.972
CL00007804,13463,20869,shared_address,0.872
CL00007805,16648,15360,shared_address,0.561
CL00007806,29228,46572,shared_director,0.435
CL00007807,31237,40931,shared_address,0.789
CL00007808,39960,35080,shared_phone,0.67
CL00007809,34747,434,shared_beneficial_owner,0.554
CL00007810,14758,36821,shared_address,0.755
CL00007811,45281,24835,shared_address,0.925
CL00007812,9043,48626,shared_beneficial_owner,0.577
CL00007813,26744,28780,shared_address,0.535
CL00007814,34203,23149,shared_address,0.873
CL00007815,45995,18800,shared_phone,0.499
CL00007816,30441,36057,shared_address,0.958
CL00007817,5033,49078,shared_beneficial_owner,0.838
CL00007818,14180,20658,shared_beneficial_owner,0.701
CL00007819,8637,2161,related_party,0.501
CL00007820,45697,32673,shared_phone,0.75
CL00007821,4141,28035,shared_director,0.759
CL00007822,14551,27848,shared_phone,0.907
CL00007823,31655,19773,shared_beneficial_owner,0.943
CL00007824,18502,17509,shared_address,0.753
CL00007825,34754,4820,shared_director,0.687
CL00007826,26092,16737,shared_beneficial_owner,0.934
CL00007827,34117,27064,shared_phone,0.681
CL00007828,27212,25995,related_party,0.693
CL00007829,30682,45849,shared_address,0.775
CL00007830,27220,21600,shared_director,0.773
CL00007831,29039,19561,shared_phone,0.927
CL00007832,40715,28281,shared_beneficial_owner,0.677
CL00007833,45196,33882,shared_beneficial_owner,0.993
CL00007834,28676,13788,shared_beneficial_owner,0.753
CL00007835,1317,17712,shared_director,0.769
CL00007836,26955,9249,shared_beneficial_owner,0.425
CL00007837,9749,49052,shared_beneficial_owner,0.985
CL00007838,8949,10415,related_party,0.458
CL00007839,12619,46643,shared_address,0.495
CL00007840,38105,15462,shared_beneficial_owner,0.593
CL00007841,35801,4232,shared_beneficial_owner,0.619
CL00007842,13262,15515,shared_address,0.956
CL00007843,12229,10794,shared_beneficial_owner,0.698
CL00007844,8606,43476,shared_beneficial_owner,0.4
CL00007845,18636,49583,shared_address,0.855
CL00007846,39328,22413,related_party,0.437
CL00007847,43683,21024,shared_address,0.651
CL00007848,34115,18422,shared_director,0.58
CL00007849,49267,40744,shared_director,0.872
CL00007850,46988,29160,shared_director,0.42
CL00007851,36685,39355,related_party,0.433
CL00007852,23502,26359,shared_address,0.698
CL00007853,17911,6926,shared_beneficial_owner,0.481
CL00007854,42574,44191,shared_phone,0.516
CL00007855,47578,40904,shared_beneficial_owner,0.963
CL00007856,34094,9614,shared_phone,0.518
CL00007857,22728,2925,shared_director,0.877
CL00007858,25826,29886,shared_director,0.871
CL00007859,33975,33977,shared_beneficial_owner,0.451
CL00007860,27803,8667,shared_director,0.759
CL00007861,16261,20765,shared_address,0.692
CL00007862,26464,48442,shared_director,0.75
CL00007863,30145,11544,shared_beneficial_owner,0.548
CL00007864,13399,12545,shared_director,0.533
CL00007865,32986,6514,shared_beneficial_owner,0.671
CL00007866,3874,10512,shared_director,0.468
CL00007867,46751,3541,shared_director,0.522
CL00007868,46710,44137,shared_director,0.506
CL00007869,8778,28089,shared_beneficial_owner,0.754
CL00007870,33482,16701,shared_beneficial_owner,0.652
CL00007871,23436,10110,shared_phone,0.471
CL00007872,46469,46299,shared_director,0.913
CL00007873,38231,32013,shared_address,0.817
CL00007874,24203,29245,shared_beneficial_owner,0.411
CL00007875,9969,33291,shared_director,0.518
CL00007876,14627,23685,shared_beneficial_owner,0.838
CL00007877,34458,26362,shared_director,0.93
CL00007878,34305,40996,shared_director,0.943
CL00007879,19567,10245,shared_address,0.701
CL00007880,9461,14243,shared_phone,0.495
CL00007881,23298,33331,related_party,0.822
CL00007882,33447,2153,related_party,0.421
CL00007883,14252,41355,shared_address,0.49
CL00007884,15858,6916,shared_address,0.944
CL00007885,13199,4266,shared_director,0.503
CL00007886,44387,31714,shared_director,0.796
CL00007887,29596,45658,shared_phone,0.961
CL00007888,6731,10415,shared_address,0.919
CL00007889,47648,41807,shared_director,0.686
CL00007890,15729,18107,shared_beneficial_owner,0.766
CL00007891,7236,38246,shared_director,0.437
CL00007892,6292,48442,shared_beneficial_owner,0.682
CL00007893,38521,12983,shared_address,0.529
CL00007894,12224,44266,shared_director,0.735
CL00007895,29226,24173,shared_address,0.709
CL00007896,40809,30561,shared_director,0.668
CL00007897,45200,31436,shared_phone,0.484
CL00007898,42858,25483,shared_address,0.61
CL00007899,43206,49395,shared_director,0.652
CL00007900,35996,33467,shared_phone,0.444
CL00007901,18995,18334,shared_phone,0.928
CL00007902,17079,43418,shared_director,0.647
CL00007903,2604,8116,shared_director,0.73
CL00007904,47761,29221,shared_director,0.766
CL00007905,10693,18879,related_party,0.852
CL00007906,48163,43055,shared_phone,0.884
CL00007907,43755,27217,shared_address,0.408
CL00007908,35622,42654,shared_phone,0.898
CL00007909,34966,20150,shared_director,0.948
CL00007910,38766,14795,related_party,0.969
CL00007911,29075,13313,shared_beneficial_owner,0.732
CL00007912,39587,33509,shared_beneficial_owner,0.498
CL00007913,48890,29426,shared_address,0.739
CL00007914,30172,22026,shared_director,0.506
CL00007915,17461,49335,shared_address,0.948
CL00007916,31609,22426,shared_address,0.493
CL00007917,49313,7753,shared_address,0.574
CL00007918,28625,667,shared_beneficial_owner,0.657
CL00007919,27692,32020,shared_beneficial_owner,0.644
CL00007920,11182,26669,shared_address,0.626
CL00007921,20581,39321,shared_address,0.915
CL00007922,48899,26025,shared_beneficial_owner,0.717
CL00007923,20794,32989,shared_director,0.425
CL00007924,17282,49543,shared_director,0.864
CL00007925,23563,25226,shared_director,0.884
CL00007926,21006,34818,related_party,0.418
CL00007927,40859,31974,shared_beneficial_owner,0.905
CL00007928,6992,16854,shared_director,0.82
CL00007929,46807,32511,shared_phone,0.782
CL00007930,38732,47751,related_party,0.88
CL00007931,46848,46802,shared_address,0.693
CL00007932,46967,18626,shared_address,0.888
CL00007933,47168,35450,shared_director,0.497
CL00007934,22858,24882,shared_director,0.529
CL00007935,42664,7086,shared_phone,0.57
CL00007936,13664,10425,related_party,0.562
CL00007937,46948,24320,shared_phone,0.706
CL00007938,12020,27886,shared_phone,0.571
CL00007939,10061,6641,shared_beneficial_owner,0.675
CL00007940,10546,47717,shared_director,0.424
CL00007941,7927,38823,shared_director,0.81
CL00007942,10494,27995,related_party,0.441
CL00007943,32094,25,shared_director,0.987
CL00007944,30962,6792,shared_beneficial_owner,0.708
CL00007945,13566,9910,shared_beneficial_owner,0.674
CL00007946,46326,30005,shared_director,0.774
CL00007947,7558,43119,shared_beneficial_owner,0.861
CL00007948,28217,37591,shared_beneficial_owner,0.832
CL00007949,48492,2467,shared_phone,0.603
CL00007950,41664,26238,shared_phone,0.614
CL00007951,14732,41284,shared_director,0.423
CL00007952,21047,39326,shared_address,0.776
CL00007953,33298,111,shared_address,0.908
CL00007954,47115,7725,related_party,0.455
CL00007955,32657,10995,shared_director,0.459
CL00007956,45145,42278,shared_phone,0.751
CL00007957,38419,4582,shared_beneficial_owner,0.757
CL00007958,35792,29476,shared_phone,0.458
CL00007959,42732,44953,related_party,0.6
CL00007960,22459,43239,related_party,0.651
CL00007961,30602,47843,shared_director,0.954
CL00007962,16614,32757,shared_address,0.939
CL00007963,29605,18807,shared_beneficial_owner,0.883
CL00007964,39418,42662,shared_director,0.795
CL00007965,19226,45843,shared_address,0.755
CL00007966,40373,326,shared_beneficial_owner,0.796
CL00007967,34729,43104,shared_phone,0.469
CL00007968,43326,20006,shared_beneficial_owner,0.629
CL00007969,4770,2690,shared_phone,0.911
CL00007970,29681,45388,shared_director,0.665
CL00007971,38752,17328,related_party,0.964
CL00007972,27749,38111,shared_phone,0.843
CL00007973,12545,22266,shared_address,0.838
CL00007974,13801,48724,shared_address,0.699
CL00007975,2054,22215,shared_director,0.665
CL00007976,18009,2131,shared_beneficial_owner,0.605
CL00007977,43709,48146,shared_beneficial_owner,0.467
CL00007978,13808,32824,shared_beneficial_owner,0.641
CL00007979,13826,37390,shared_address,0.502
CL00007980,31266,9303,shared_beneficial_owner,0.464
CL00007981,5998,6091,shared_address,0.817
CL00007982,13323,34274,shared_beneficial_owner,0.827
CL00007983,5975,29995,shared_beneficial_owner,0.712
CL00007984,36802,26273,related_party,0.999
CL00007985,7292,42882,shared_director,0.797
CL00007986,46093,43287,related_party,0.703
CL00007987,26870,39060,shared_beneficial_owner,0.589
CL00007988,2347,47550,shared_beneficial_owner,0.715
CL00007989,12659,26776,shared_director,0.517
CL00007990,21671,36876,shared_phone,0.883
CL00007991,35143,45055,shared_address,0.848
CL00007992,13149,46651,shared_phone,0.692
CL00007993,26988,11752,shared_address,0.77
CL00007994,45941,12375,shared_beneficial_owner,0.979
CL00007995,48758,2745,shared_director,0.764
CL00007996,30355,38950,shared_director,0.515
CL00007997,4084,44639,shared_beneficial_owner,0.649
CL00007998,58,18304,shared_beneficial_owner,0.876
CL00007999,44537,22636,shared_director,0.808
CL00008000,19915,19001,shared_director,0.525
CL00008001,26056,38435,shared_address,0.657
CL00008002,40563,17495,shared_beneficial_owner,0.904
CL00008003,1896,40248,shared_director,0.851
CL00008004,9143,10811,shared_beneficial_owner,0.893
CL00008005,9745,44089,shared_director,0.819
CL00008006,8643,18524,shared_director,0.971
CL00008007,8173,49213,shared_address,0.48
CL00008008,2540,31303,shared_director,0.973
CL00008009,46293,41940,shared_director,0.627
CL00008010,37460,23594,shared_phone,0.663
CL00008011,44778,37665,shared_director,0.825
CL00008012,48818,49070,shared_beneficial_owner,0.457
CL00008013,27521,5066,shared_director,0.777
CL00008014,45314,32190,shared_beneficial_owner,0.612
CL00008015,25166,8173,shared_director,0.969
CL00008016,28644,8247,shared_address,0.906
CL00008017,48595,10609,shared_beneficial_owner,0.518
CL00008018,36427,40091,shared_address,0.757
CL00008019,33346,34628,shared_address,0.448
CL00008020,18388,970,related_party,0.513
CL00008021,40564,25037,shared_beneficial_owner,0.732
CL00008022,32849,48724,related_party,0.983
CL00008023,34844,30336,related_party,0.922
CL00008024,5149,49815,shared_address,0.986
CL00008025,9667,32723,shared_phone,0.413
CL00008026,39377,37843,shared_phone,0.489
CL00008027,17468,39210,shared_address,0.433
CL00008028,2979,25872,shared_beneficial_owner,0.565
CL00008029,824,17796,related_party,0.473
CL00008030,38100,4576,shared_director,0.487
CL00008031,17810,6824,shared_director,0.477
CL00008032,41185,9598,shared_director,0.725
CL00008033,47310,19338,shared_phone,0.942
CL00008034,26846,45127,shared_beneficial_owner,0.504
CL00008035,1735,23352,shared_beneficial_owner,0.722
CL00008036,26934,17039,shared_director,0.706
CL00008037,40920,17380,shared_address,0.612
CL00008038,28563,8680,shared_address,0.42
CL00008039,9128,5377,shared_address,0.585
CL00008040,27274,45666,shared_address,0.781
CL00008041,1961,11958,shared_beneficial_owner,0.6
CL00008042,31577,43175,shared_beneficial_owner,0.663
CL00008043,23602,46592,shared_phone,0.886
CL00008044,11597,10224,shared_phone,0.469
CL00008045,16659,16999,shared_director,0.835
CL00008046,46003,127,shared_beneficial_owner,0.801
CL00008047,23753,40341,shared_beneficial_owner,0.424
CL00008048,34406,17803,shared_address,0.966
CL00008049,1063,36219,shared_director,0.496
CL00008050,17148,18330,shared_phone,0.426
CL00008051,46286,41543,shared_address,0.465
CL00008052,30740,42457,shared_director,0.842
CL00008053,37189,18095,shared_address,0.991
CL00008054,15716,815,shared_phone,0.959
CL00008055,27429,23732,shared_address,0.992
CL00008056,39197,42635,shared_address,0.781
CL00008057,46762,8568,shared_phone,0.935
CL00008058,8881,39296,shared_phone,0.497
CL00008059,43078,45942,shared_director,0.763
CL00008060,6395,9060,shared_phone,0.512
CL00008061,12942,44862,shared_phone,0.799
CL00008062,40479,25020,shared_phone,0.532
CL00008063,11795,49455,shared_beneficial_owner,0.793
CL00008064,7873,42579,shared_phone,0.774
CL00008065,48630,1795,shared_director,0.735
CL00008066,33278,428,shared_director,0.799
CL00008067,4997,18538,shared_beneficial_owner,0.624
CL00008068,158,20364,shared_address,0.427
CL00008069,24691,717,shared_director,0.847
CL00008070,36974,4064,shared_address,0.554
CL00008071,40251,4858,shared_phone,0.599
CL00008072,34960,38227,shared_address,0.541
CL00008073,36938,12801,shared_director,0.445
CL00008074,42692,38251,shared_address,0.971
CL00008075,20278,25842,shared_phone,0.7
CL00008076,28614,2314,shared_beneficial_owner,0.73
CL00008077,47019,19605,shared_beneficial_owner,0.996
CL00008078,948,32610,shared_director,0.928
CL00008079,47762,17617,shared_phone,0.586
CL00008080,4463,19528,shared_address,0.42
CL00008081,1117,21547,shared_phone,0.864
CL00008082,47678,29983,shared_phone,0.686
CL00008083,25285,40192,shared_address,0.555
CL00008084,28064,27519,shared_address,0.72
CL00008085,25076,81,shared_address,0.914
CL00008086,43413,44269,related_party,0.45
CL00008087,3124,18856,shared_address,0.639
CL00008088,42541,30470,related_party,0.621
CL00008089,33715,46452,shared_director,0.424
CL00008090,27348,21816,shared_phone,0.675
CL00008091,34044,6187,shared_director,0.446
CL00008092,1283,22849,shared_director,0.893
CL00008093,37084,10651,shared_director,0.931
CL00008094,17631,12927,shared_address,0.85
CL00008095,22013,9618,shared_beneficial_owner,0.6
CL00008096,20278,11274,shared_address,0.923
CL00008097,47967,49787,shared_director,0.471
CL00008098,35194,11800,related_party,0.574
CL00008099,8724,44760,shared_director,0.504
CL00008100,33897,30594,shared_beneficial_owner,0.51
CL00008101,30026,23686,shared_director,0.643
CL00008102,40466,35006,shared_address,0.605
CL00008103,44784,12872,shared_beneficial_owner,0.463
CL00008104,49050,26313,related_party,0.802
CL00008105,18356,26854,related_party,0.717
CL00008106,40276,7591,shared_director,0.703
CL00008107,3837,37884,shared_phone,0.879
CL00008108,31692,8934,shared_address,0.748
CL00008109,30336,17005,shared_beneficial_owner,0.554
CL00008110,29525,11382,shared_beneficial_owner,0.551
CL00008111,24691,22191,shared_phone,0.831
CL00008112,855,30303,shared_director,0.889
CL00008113,11575,40013,shared_phone,0.53
CL00008114,17707,21065,shared_address,0.706
CL00008115,15594,20233,shared_director,0.472
CL00008116,46543,36073,shared_address,0.943
CL00008117,24074,49765,shared_beneficial_owner,0.656
CL00008118,25,32849,shared_director,0.585
CL00008119,26785,30693,shared_phone,0.525
CL00008120,44707,43259,shared_director,0.665
CL00008121,1003,28011,shared_phone,0.738
CL00008122,7589,31391,related_party,0.941
CL00008123,35834,6851,shared_beneficial_owner,0.531
CL00008124,31730,81,shared_beneficial_owner,0.74
CL00008125,25422,12849,shared_address,0.994
CL00008126,47353,32433,related_party,0.981
CL00008127,44826,36563,shared_beneficial_owner,0.86
CL00008128,27428,24419,related_party,0.509
CL00008129,23171,27656,shared_beneficial_owner,0.658
CL00008130,350,41057,related_party,0.818
CL00008131,8284,14468,shared_phone,0.587
CL00008132,44392,7442,shared_beneficial_owner,0.841
CL00008133,15001,39584,shared_phone,0.737
CL00008134,25226,19074,shared_phone,0.507
CL00008135,4876,13860,shared_address,0.592
CL00008136,48170,11935,shared_beneficial_owner,0.893
CL00008137,25422,32103,shared_phone,0.476
CL00008138,15017,39622,shared_address,0.994
CL00008139,45281,13862,shared_director,0.402
CL00008140,37236,48668,related_party,0.985
CL00008141,10680,11955,related_party,0.999
CL00008142,26480,30752,shared_address,0.998
CL00008143,26060,46221,shared_beneficial_owner,0.63
CL00008144,16582,13306,shared_beneficial_owner,0.71
CL00008145,34926,21427,shared_beneficial_owner,0.868
CL00008146,15355,47452,shared_address,0.75
CL00008147,6720,46072,shared_address,0.794
CL00008148,260,16036,related_party,0.45
CL00008149,34343,29321,shared_beneficial_owner,0.747
CL00008150,4642,26051,shared_phone,0.968
CL00008151,19019,22511,shared_phone,0.439
CL00008152,5039,1802,shared_address,0.711
CL00008153,6159,14442,shared_director,0.89
CL00008154,28723,31614,shared_beneficial_owner,0.802
CL00008155,27654,4995,shared_director,0.992
CL00008156,9506,26934,shared_beneficial_owner,0.457
CL00008157,18176,32612,shared_phone,0.961
CL00008158,22567,22376,shared_address,0.969
CL00008159,5537,23374,shared_address,0.685
CL00008160,8775,37886,shared_beneficial_owner,0.778
CL00008161,20808,24764,shared_director,0.531
CL00008162,11050,22879,shared_address,0.713
CL00008163,47384,23032,shared_beneficial_owner,0.949
CL00008164,15113,33798,shared_director,0.576
CL00008165,48283,48571,shared_director,0.547
CL00008166,41432,32017,shared_director,0.515
CL00008167,30415,39097,shared_beneficial_owner,0.857
CL00008168,23528,21964,shared_address,0.438
CL00008169,23053,20750,shared_address,0.598
CL00008170,7631,26390,shared_director,0.575
CL00008171,33684,44391,shared_phone,0.873
CL00008172,22264,5432,shared_director,0.823
CL00008173,5343,4534,related_party,0.609
CL00008174,36732,45700,shared_address,0.75
CL00008175,18540,42019,shared_address,0.896
CL00008176,23071,48550,shared_phone,0.821
CL00008177,34098,36852,shared_director,0.411
CL00008178,5306,156,shared_director,0.576
CL00008179,45061,10746,shared_director,0.568
CL00008180,3927,37191,shared_beneficial_owner,1.0
CL00008181,2722,31185,shared_director,0.791
CL00008182,7751,1121,shared_beneficial_owner,0.973
CL00008183,33447,26833,shared_beneficial_owner,0.905
CL00008184,23831,4671,shared_phone,0.845
CL00008185,30856,3121,shared_beneficial_owner,0.747
CL00008186,35263,5638,shared_beneficial_owner,0.822
CL00008187,2539,24120,shared_address,0.771
CL00008188,27311,34575,shared_phone,0.675
CL00008189,16212,10546,shared_director,0.761
CL00008190,36508,35745,shared_beneficial_owner,0.995
CL00008191,35920,936,shared_beneficial_owner,1.0
CL00008192,38690,27168,shared_address,0.726
CL00008193,16232,34127,related_party,0.488
CL00008194,45994,26589,shared_director,0.55
CL00008195,7161,47219,shared_beneficial_owner,0.446
CL00008196,45231,17365,shared_phone,0.803
CL00008197,16589,44586,shared_address,0.58
CL00008198,24582,30307,shared_address,0.657
CL00008199,49861,14340,shared_director,0.877
CL00008200,42289,18177,shared_beneficial_owner,0.842
CL00008201,20830,9073,shared_phone,0.458
CL00008202,32724,31019,shared_beneficial_owner,0.993
CL00008203,48834,32617,shared_director,0.956
CL00008204,13874,28005,shared_address,0.491
CL00008205,43502,23051,shared_director,0.562
CL00008206,9626,25924,shared_phone,0.655
CL00008207,3495,20252,shared_director,0.759
CL00008208,8774,44795,related_party,0.557
CL00008209,46964,22782,shared_director,0.995
CL00008210,37344,47859,shared_beneficial_owner,0.493
CL00008211,11946,16021,shared_address,0.493
CL00008212,19488,46047,shared_phone,0.457
CL00008213,36098,47114,shared_beneficial_owner,0.98
CL00008214,11910,32011,shared_phone,0.652
CL00008215,37459,43534,shared_phone,0.991
CL00008216,13148,38765,shared_phone,0.601
CL00008217,45191,9991,shared_address,0.502
CL00008218,10008,34926,shared_address,0.583
CL00008219,18205,4266,shared_beneficial_owner,0.548
CL00008220,16337,37082,shared_beneficial_owner,0.604
CL00008221,4467,43532,shared_beneficial_owner,0.74
CL00008222,40904,21028,shared_director,0.787
CL00008223,5039,9013,shared_phone,0.407
CL00008224,2783,37608,shared_address,0.412
CL00008225,20649,42605,shared_address,0.76
CL00008226,46263,31754,shared_phone,0.487
CL00008227,29277,46547,shared_phone,0.881
CL00008228,42247,41702,shared_director,0.542
CL00008229,7524,3121,shared_phone,0.727
CL00008230,30032,38482,shared_address,0.402
CL00008231,25847,39028,shared_address,0.859
CL00008232,35298,18874,shared_address,0.448
CL00008233,42357,27923,related_party,0.5
CL00008234,28073,26746,shared_beneficial_owner,0.949
CL00008235,20445,82,shared_director,0.905
CL00008236,44255,23151,shared_director,0.734
CL00008237,8677,2769,shared_address,0.974
CL00008238,5989,45319,shared_director,0.748
CL00008239,11733,19163,related_party,0.749
CL00008240,680,1056,shared_beneficial_owner,0.701
CL00008241,5435,11425,related_party,0.453
CL00008242,48050,44836,shared_beneficial_owner,0.52
CL00008243,36855,13891,shared_beneficial_owner,0.542
CL00008244,14241,35528,shared_director,0.677
CL00008245,28181,16212,shared_phone,0.478
CL00008246,29405,44765,shared_phone,0.909
CL00008247,4994,12186,shared_beneficial_owner,0.788
CL00008248,12434,32657,shared_address,0.591
CL00008249,27830,36685,shared_director,0.704
CL00008250,9459,5441,related_party,0.894
CL00008251,26173,1536,shared_beneficial_owner,0.984
CL00008252,34765,31251,shared_director,0.43
CL00008253,191,5886,shared_director,0.606
CL00008254,29208,15258,shared_address,0.48
CL00008255,19646,35309,shared_director,0.974
CL00008256,24381,33887,shared_phone,0.951
CL00008257,22360,19567,shared_beneficial_owner,0.658
CL00008258,46822,49213,shared_phone,0.757
CL00008259,42873,37812,shared_director,0.805
CL00008260,28539,7221,shared_address,0.704
CL00008261,29935,1731,shared_beneficial_owner,0.41
CL00008262,33975,41484,shared_phone,0.634
CL00008263,33635,6579,shared_beneficial_owner,0.443
CL00008264,17337,13015,shared_phone,0.798
CL00008265,39321,42121,shared_address,0.424
CL00008266,30417,5977,shared_phone,0.749
CL00008267,42388,1473,shared_phone,0.689
CL00008268,32610,30747,shared_beneficial_owner,0.675
CL00008269,4736,3495,shared_address,0.957
CL00008270,32859,25523,shared_director,0.73
CL00008271,48966,11578,shared_director,0.506
CL00008272,22639,46397,shared_director,0.42
CL00008273,5872,25326,shared_director,0.62
CL00008274,48294,20949,shared_beneficial_owner,0.462
CL00008275,48989,41865,shared_director,0.687
CL00008276,16926,14339,shared_beneficial_owner,0.693
CL00008277,24288,29260,shared_beneficial_owner,0.414
CL00008278,17837,42713,shared_phone,0.421
CL00008279,30495,28384,shared_phone,0.826
CL00008280,41248,49026,shared_beneficial_owner,0.685
CL00008281,31016,13618,related_party,0.724
CL00008282,13288,23502,shared_beneficial_owner,0.497
CL00008283,11463,8096,shared_director,0.856
CL00008284,43648,44546,shared_beneficial_owner,0.996
CL00008285,25252,31643,shared_phone,1.0
CL00008286,44568,1317,shared_address,0.689
CL00008287,2776,11973,shared_phone,0.943
CL00008288,13399,24278,related_party,0.986
CL00008289,39204,48894,shared_beneficial_owner,0.882
CL00008290,47292,31655,shared_address,0.749
CL00008291,29466,38672,related_party,0.952
CL00008292,11884,19132,shared_phone,0.681
CL00008293,36821,16610,shared_phone,0.75
CL00008294,34850,41219,shared_director,0.925
CL00008295,15229,49026,shared_director,0.702
CL00008296,31409,18075,shared_director,0.633
CL00008297,36878,11680,shared_beneficial_owner,0.482
CL00008298,37281,9846,related_party,0.414
CL00008299,12937,27869,shared_phone,0.522
CL00008300,815,40778,shared_phone,0.663
CL00008301,28758,18126,shared_director,0.574
CL00008302,24997,46527,shared_address,0.449
CL00008303,7595,15710,shared_address,0.897
CL00008304,35886,23528,shared_director,0.574
CL00008305,26649,17871,shared_phone,0.982
CL00008306,6283,20460,shared_beneficial_owner,0.458
CL00008307,5316,10691,shared_phone,0.658
CL00008308,3059,17294,shared_phone,0.448
CL00008309,2974,8787,shared_director,0.676
CL00008310,25480,10443,related_party,0.587
CL00008311,34797,9011,shared_beneficial_owner,0.478
CL00008312,12071,6066,shared_beneficial_owner,0.539
CL00008313,24953,14397,shared_director,0.686
CL00008314,8117,18126,shared_beneficial_owner,0.795
CL00008315,15367,16737,shared_beneficial_owner,0.491
CL00008316,23008,16923,shared_phone,0.788
CL00008317,17327,11127,related_party,0.869
CL00008318,38925,27519,shared_phone,0.482
CL00008319,27672,42401,shared_director,0.422
CL00008320,5478,8103,shared_address,0.807
CL00008321,23849,11438,shared_director,0.606
CL00008322,18621,22062,shared_address,0.499
CL00008323,25338,40988,shared_beneficial_owner,0.412
CL00008324,21764,41017,shared_phone,0.492
CL00008325,21388,38824,shared_director,0.483
CL00008326,4396,22141,shared_director,0.852
CL00008327,31974,31612,related_party,0.639
CL00008328,16073,14069,shared_director,0.758
CL00008329,4410,45697,shared_phone,0.662
CL00008330,38055,23748,shared_phone,0.558
CL00008331,24037,42458,shared_beneficial_owner,0.991
CL00008332,43840,26855,shared_beneficial_owner,0.49
CL00008333,26473,25997,shared_phone,0.743
CL00008334,38462,19463,related_party,0.784
CL00008335,33840,16725,shared_phone,0.617
CL00008336,33510,24249,related_party,0.633
CL00008337,9609,14838,related_party,0.866
CL00008338,23497,6385,shared_address,0.916
CL00008339,24201,41632,related_party,0.433
CL00008340,29576,30911,shared_phone,0.441
CL00008341,9751,8269,shared_director,0.925
CL00008342,44124,45962,shared_address,0.421
CL00008343,10678,41239,shared_address,0.862
CL00008344,41126,47677,shared_address,0.729
CL00008345,39058,31308,shared_beneficial_owner,0.887
CL00008346,26562,42848,shared_director,0.686
CL00008347,230,33082,shared_beneficial_owner,0.416
CL00008348,26381,42703,related_party,0.548
CL00008349,9910,42727,shared_beneficial_owner,0.543
CL00008350,37790,35182,shared_address,0.983
CL00008351,23259,44455,shared_phone,0.605
CL00008352,26061,38900,shared_address,0.546
CL00008353,7505,29735,shared_phone,0.818
CL00008354,36213,16004,shared_beneficial_owner,0.896
CL00008355,27900,39461,shared_address,0.526
CL00008356,29734,30355,shared_phone,0.734
CL00008357,14442,179,shared_beneficial_owner,0.919
CL00008358,31357,31251,shared_beneficial_owner,0.787
CL00008359,34816,2104,shared_beneficial_owner,0.542
CL00008360,11180,6334,related_party,0.532
CL00008361,1961,15418,shared_phone,0.845
CL00008362,28592,34584,shared_director,0.777
CL00008363,18138,4670,shared_director,0.594
CL00008364,33882,2785,shared_beneficial_owner,0.617
CL00008365,9450,42289,shared_address,0.915
CL00008366,42697,33142,shared_director,0.413
CL00008367,25534,32838,shared_director,0.666
CL00008368,47070,37777,shared_phone,0.664
