tbml_id,customer_id,invoice_value,declared_value,invoice_deviation_ratio,over_invoicing_flag,under_invoicing_flag,trade_goods_category,origin_country,destination_country,high_risk_country_flag
TBML00004418,27428,100000.0,78025.75,0.780258,0,1,Machinery,South Africa,United Arab Emirates,1
TBML00004419,21667,50000.0,63200.36,1.264007,1,0,Fuel,United Arab Emirates,United Kingdom,1
TBML00004420,46393,50000.0,73378.54,1.467571,1,0,Machinery,South Africa,Mauritius,1
TBML00004421,9013,50000.0,49833.34,0.996667,0,0,Chemicals,China,United Kingdom,1
TBML00004422,46162,10000.0,8002.98,0.800298,0,0,Electronics,Zimbabwe,United Kingdom,1
TBML00004423,11429,50000.0,63350.24,1.267005,1,0,Machinery,Mauritius,China,1
TBML00004424,12463,100000.0,112470.67,1.124707,0,0,Textiles,United Kingdom,Mauritius,1
TBML00004425,25689,250000.0,155367.32,0.621469,0,1,Machinery,China,Mauritius,1
TBML00004426,36734,25000.0,23254.6,0.930184,0,0,Machinery,China,China,1
TBML00004427,2686,50000.0,65083.67,1.301673,1,0,Electronics,India,China,1
TBML00004428,3218,50000.0,32444.55,0.648891,0,1,Textiles,United Kingdom,China,1
TBML00004429,38147,25000.0,13866.9,0.554676,0,1,Chemicals,Mauritius,United Arab Emirates,1
TBML00004430,36040,25000.0,29567.43,1.182697,0,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00004431,21310,50000.0,26278.29,0.525566,0,1,Electronics,South Africa,Mozambique,0
TBML00004432,27890,50000.0,47524.78,0.950496,0,0,Fuel,India,Botswana,0
TBML00004433,6785,50000.0,47075.56,0.941511,0,0,Chemicals,Zimbabwe,Mozambique,0
TBML00004434,16102,25000.0,21509.15,0.860366,0,0,Fuel,United Arab Emirates,Botswana,1
TBML00004435,15113,250000.0,356564.43,1.426258,1,0,Electronics,China,Kenya,1
TBML00004436,48265,100000.0,56265.88,0.562659,0,1,Machinery,India,Kenya,0
TBML00004437,58,25000.0,27555.16,1.102206,0,0,Machinery,India,Kenya,0
TBML00004438,40561,25000.0,15807.08,0.632283,0,1,Vehicles,India,China,1
TBML00004439,40140,10000.0,11793.47,1.179347,0,0,Chemicals,India,Kenya,0
TBML00004440,22339,250000.0,248808.68,0.995235,0,0,Chemicals,Zimbabwe,China,1
TBML00004441,47457,250000.0,261892.4,1.04757,0,0,Fuel,Mauritius,United Arab Emirates,1
TBML00004442,46484,250000.0,295154.14,1.180617,0,0,Vehicles,South Africa,Mauritius,1
TBML00004443,19327,25000.0,30366.58,1.214663,1,0,Fuel,South Africa,United Kingdom,1
TBML00004444,25348,250000.0,287186.92,1.148748,0,0,Vehicles,China,Mauritius,1
TBML00004445,9922,50000.0,48082.2,0.961644,0,0,Electronics,Mauritius,United Arab Emirates,1
TBML00004446,19074,25000.0,32541.68,1.301667,1,0,Textiles,United Kingdom,United Arab Emirates,1
TBML00004447,46027,50000.0,65527.69,1.310554,1,0,Vehicles,United Kingdom,United Arab Emirates,1
TBML00004448,16021,100000.0,103489.11,1.034891,0,0,Fuel,India,Botswana,0
TBML00004449,42825,10000.0,12066.51,1.206651,1,0,Fuel,South Africa,China,1
TBML00004450,18054,10000.0,14604.36,1.460436,1,0,Electronics,Zimbabwe,Mauritius,1
TBML00004451,36367,25000.0,27091.5,1.08366,0,0,Textiles,United Arab Emirates,Mozambique,1
TBML00004452,39669,50000.0,38796.41,0.775928,0,1,Machinery,China,China,1
TBML00004453,39724,50000.0,43133.81,0.862676,0,0,Fuel,Mauritius,Botswana,1
TBML00004454,44451,10000.0,10989.15,1.098915,0,0,Fuel,United Arab Emirates,United Kingdom,1
TBML00004455,16107,25000.0,37021.57,1.480863,1,0,Machinery,China,United Kingdom,1
TBML00004456,48599,250000.0,356144.51,1.424578,1,0,Electronics,United Arab Emirates,United Kingdom,1
TBML00004457,24493,100000.0,107810.08,1.078101,0,0,Textiles,United Kingdom,China,1
TBML00004458,37342,100000.0,51326.12,0.513261,0,1,Electronics,United Arab Emirates,China,1
TBML00004459,7797,10000.0,9222.22,0.922222,0,0,Fuel,United Arab Emirates,Kenya,1
TBML00004460,15019,25000.0,14053.03,0.562121,0,1,Machinery,United Arab Emirates,United Kingdom,1
TBML00004461,49203,25000.0,31192.18,1.247687,1,0,Textiles,Zimbabwe,Botswana,0
TBML00004462,43414,25000.0,29896.58,1.195863,0,0,Machinery,Zimbabwe,Kenya,0
TBML00004463,32844,50000.0,33369.25,0.667385,0,1,Electronics,Zimbabwe,Mozambique,0
TBML00004464,41938,50000.0,33036.9,0.660738,0,1,Chemicals,India,China,1
TBML00004465,43425,25000.0,16037.6,0.641504,0,1,Chemicals,Zimbabwe,Kenya,0
TBML00004466,44670,100000.0,116110.51,1.161105,0,0,Vehicles,India,Botswana,0
TBML00004467,10806,10000.0,8576.9,0.85769,0,0,Textiles,Mauritius,Botswana,1
TBML00004468,30589,100000.0,86430.17,0.864302,0,0,Machinery,China,United Arab Emirates,1
TBML00004469,15649,10000.0,14890.87,1.489087,1,0,Machinery,India,United Arab Emirates,1
TBML00004470,28886,25000.0,28599.39,1.143976,0,0,Vehicles,United Arab Emirates,Kenya,1
TBML00004471,41561,50000.0,45299.04,0.905981,0,0,Textiles,Zimbabwe,Botswana,0
TBML00004472,44137,10000.0,13453.28,1.345328,1,0,Chemicals,India,Botswana,0
TBML00004473,41688,25000.0,32514.74,1.300589,1,0,Electronics,United Kingdom,Mozambique,1
TBML00004474,35505,10000.0,13756.84,1.375684,1,0,Chemicals,United Kingdom,United Kingdom,1
TBML00004475,38950,10000.0,11860.02,1.186002,0,0,Textiles,United Kingdom,Kenya,1
TBML00004476,22930,50000.0,61197.12,1.223942,1,0,Electronics,Zimbabwe,China,1
TBML00004477,23145,50000.0,26414.17,0.528283,0,1,Textiles,India,China,1
TBML00004478,5261,250000.0,166321.51,0.665286,0,1,Chemicals,United Kingdom,Botswana,1
TBML00004479,628,250000.0,190764.11,0.763056,0,1,Machinery,Zimbabwe,Mozambique,0
TBML00004480,5317,10000.0,5011.1,0.50111,0,1,Textiles,China,China,1
TBML00004481,11497,250000.0,126032.05,0.504128,0,1,Chemicals,South Africa,Mozambique,0
TBML00004482,23849,10000.0,13463.69,1.346369,1,0,Vehicles,China,Botswana,1
TBML00004483,8552,10000.0,7096.93,0.709693,0,1,Electronics,United Kingdom,Botswana,1
TBML00004484,27110,25000.0,36324.36,1.452974,1,0,Vehicles,India,United Arab Emirates,1
TBML00004485,19882,10000.0,14937.13,1.493713,1,0,Vehicles,United Kingdom,Mozambique,1
TBML00004486,10239,250000.0,223521.1,0.894084,0,0,Textiles,Zimbabwe,United Arab Emirates,1
TBML00004487,18,250000.0,235572.05,0.942288,0,0,Fuel,India,United Arab Emirates,1
TBML00004488,21028,50000.0,44507.5,0.89015,0,0,Chemicals,Zimbabwe,Kenya,0
TBML00004489,17192,250000.0,332411.14,1.329645,1,0,Textiles,South Africa,Botswana,0
TBML00004490,49989,50000.0,69710.96,1.394219,1,0,Textiles,United Arab Emirates,China,1
TBML00004491,45479,50000.0,35286.7,0.705734,0,1,Vehicles,United Arab Emirates,Botswana,1
TBML00004492,49901,100000.0,97729.69,0.977297,0,0,Electronics,China,United Arab Emirates,1
TBML00004493,26415,25000.0,14378.17,0.575127,0,1,Machinery,South Africa,Mauritius,1
TBML00004494,4112,100000.0,139086.25,1.390862,1,0,Machinery,Mauritius,Botswana,1
TBML00004495,20463,250000.0,183178.44,0.732714,0,1,Chemicals,United Arab Emirates,China,1
TBML00004496,13982,100000.0,97261.76,0.972618,0,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00004497,34719,100000.0,61927.03,0.61927,0,1,Textiles,Mauritius,Botswana,1
TBML00004498,37007,10000.0,10015.42,1.001542,0,0,Textiles,South Africa,Mozambique,0
TBML00004499,17393,25000.0,14988.16,0.599527,0,1,Chemicals,India,Mauritius,1
TBML00004500,19051,10000.0,11039.13,1.103913,0,0,Electronics,United Arab Emirates,United Kingdom,1
TBML00004501,34704,100000.0,119672.55,1.196725,0,0,Electronics,Mauritius,Botswana,1
TBML00004502,19880,25000.0,15829.41,0.633176,0,1,Machinery,India,United Kingdom,1
TBML00004503,27995,25000.0,15755.27,0.630211,0,1,Chemicals,United Kingdom,United Arab Emirates,1
TBML00004504,36292,100000.0,53834.86,0.538349,0,1,Chemicals,South Africa,United Kingdom,1
TBML00004505,4584,10000.0,7250.67,0.725067,0,1,Textiles,South Africa,United Arab Emirates,1
TBML00004506,36292,100000.0,54322.09,0.543221,0,1,Textiles,Mauritius,China,1
TBML00004507,10806,10000.0,6606.97,0.660697,0,1,Machinery,United Arab Emirates,China,1
TBML00004508,37641,50000.0,49107.42,0.982148,0,0,Textiles,China,United Arab Emirates,1
TBML00004509,18305,250000.0,374444.53,1.497778,1,0,Electronics,South Africa,United Kingdom,1
TBML00004510,25171,25000.0,31771.04,1.270842,1,0,Chemicals,Zimbabwe,United Kingdom,1
TBML00004511,28487,10000.0,9073.42,0.907342,0,0,Textiles,Mauritius,Mozambique,1
TBML00004512,18258,100000.0,55447.7,0.554477,0,1,Electronics,India,Botswana,0
TBML00004513,38357,250000.0,249630.7,0.998523,0,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00004514,18258,250000.0,235727.61,0.94291,0,0,Electronics,United Arab Emirates,Kenya,1
TBML00004515,35181,10000.0,11026.38,1.102638,0,0,Chemicals,Zimbabwe,United Kingdom,1
TBML00004516,45207,10000.0,6251.46,0.625146,0,1,Vehicles,Mauritius,Mauritius,1
TBML00004517,42961,250000.0,308704.99,1.23482,1,0,Chemicals,United Arab Emirates,United Kingdom,1
TBML00004518,8117,50000.0,34279.65,0.685593,0,1,Textiles,United Arab Emirates,Kenya,1
TBML00004519,48055,250000.0,200180.0,0.80072,0,0,Electronics,Mauritius,United Kingdom,1
TBML00004520,31718,50000.0,61158.59,1.223172,1,0,Chemicals,South Africa,China,1
TBML00004521,41034,50000.0,64875.57,1.297511,1,0,Machinery,United Kingdom,Botswana,1
TBML00004522,49502,100000.0,55594.31,0.555943,0,1,Electronics,Zimbabwe,Mozambique,0
TBML00004523,36096,50000.0,67763.31,1.355266,1,0,Textiles,United Arab Emirates,Mozambique,1
TBML00004524,40654,250000.0,363266.12,1.453064,1,0,Machinery,United Kingdom,United Arab Emirates,1
TBML00004525,15573,250000.0,163539.87,0.654159,0,1,Fuel,Mauritius,Botswana,1
TBML00004526,11282,50000.0,69637.17,1.392743,1,0,Machinery,China,United Arab Emirates,1
TBML00004527,34422,25000.0,36320.01,1.4528,1,0,Electronics,India,Botswana,0
TBML00004528,39468,250000.0,341170.08,1.36468,1,0,Fuel,India,China,1
TBML00004529,19412,50000.0,62436.49,1.24873,1,0,Fuel,United Kingdom,Mozambique,1
TBML00004530,47411,10000.0,14888.39,1.488839,1,0,Textiles,China,Mauritius,1
TBML00004531,40386,10000.0,14510.01,1.451001,1,0,Fuel,China,Mauritius,1
TBML00004532,4156,10000.0,11472.92,1.147292,0,0,Fuel,South Africa,Mauritius,1
TBML00004533,9928,250000.0,293763.35,1.175053,0,0,Electronics,United Arab Emirates,China,1
TBML00004534,15287,25000.0,20123.73,0.804949,0,0,Machinery,China,Botswana,1
TBML00004535,39635,50000.0,32204.03,0.644081,0,1,Vehicles,United Arab Emirates,China,1
TBML00004536,5285,25000.0,27154.5,1.08618,0,0,Electronics,United Arab Emirates,United Arab Emirates,1
TBML00004537,7592,25000.0,36291.22,1.451649,1,0,Machinery,South Africa,China,1
TBML00004538,32828,10000.0,14773.19,1.477319,1,0,Machinery,United Kingdom,United Kingdom,1
TBML00004539,39316,25000.0,15076.68,0.603067,0,1,Machinery,Mauritius,United Kingdom,1
TBML00004540,6992,50000.0,74042.52,1.48085,1,0,Electronics,United Kingdom,United Arab Emirates,1
TBML00004541,13159,250000.0,266380.55,1.065522,0,0,Electronics,India,Mauritius,1
TBML00004542,46291,10000.0,9620.02,0.962002,0,0,Machinery,India,China,1
TBML00004543,25768,10000.0,8176.21,0.817621,0,0,Fuel,Zimbabwe,China,1
TBML00004544,5827,50000.0,27813.51,0.55627,0,1,Machinery,United Kingdom,United Kingdom,1
TBML00004545,4471,250000.0,212132.86,0.848531,0,0,Textiles,South Africa,Botswana,0
TBML00004546,45429,10000.0,5415.73,0.541573,0,1,Textiles,India,United Arab Emirates,1
TBML00004547,12534,25000.0,30077.9,1.203116,1,0,Chemicals,South Africa,Botswana,0
TBML00004548,21665,100000.0,95637.5,0.956375,0,0,Fuel,China,Kenya,1
TBML00004549,3070,10000.0,11368.93,1.136893,0,0,Textiles,United Arab Emirates,United Kingdom,1
TBML00004550,44255,100000.0,71829.81,0.718298,0,1,Textiles,India,China,1
TBML00004551,29469,50000.0,74989.66,1.499793,1,0,Chemicals,United Kingdom,United Kingdom,1
TBML00004552,26424,25000.0,21072.2,0.842888,0,0,Vehicles,South Africa,China,1
TBML00004553,26297,10000.0,5244.61,0.524461,0,1,Fuel,South Africa,Kenya,0
TBML00004554,11107,100000.0,89234.42,0.892344,0,0,Textiles,China,Mauritius,1
TBML00004555,16404,100000.0,146718.26,1.467183,1,0,Machinery,United Arab Emirates,Kenya,1
TBML00004556,32433,250000.0,269772.47,1.07909,0,0,Chemicals,United Kingdom,Mozambique,1
TBML00004557,4339,10000.0,7614.41,0.761441,0,1,Vehicles,United Kingdom,Mauritius,1
TBML00004558,41754,250000.0,190173.04,0.760692,0,1,Machinery,Mauritius,Kenya,1
TBML00004559,36863,25000.0,24705.77,0.988231,0,0,Textiles,South Africa,Kenya,0
TBML00004560,1961,100000.0,102512.59,1.025126,0,0,Textiles,Mauritius,Kenya,1
TBML00004561,30166,250000.0,189675.25,0.758701,0,1,Vehicles,United Kingdom,United Arab Emirates,1
TBML00004562,14027,25000.0,16621.6,0.664864,0,1,Textiles,India,Mauritius,1
TBML00004563,45534,25000.0,12791.77,0.511671,0,1,Machinery,India,United Kingdom,1
TBML00004564,31481,25000.0,24269.32,0.970773,0,0,Textiles,South Africa,Botswana,0
TBML00004565,45375,10000.0,6701.9,0.67019,0,1,Chemicals,United Arab Emirates,United Kingdom,1
TBML00004566,41576,100000.0,53842.86,0.538429,0,1,Chemicals,United Arab Emirates,Mauritius,1
TBML00004567,31509,100000.0,78195.2,0.781952,0,1,Electronics,United Kingdom,Mozambique,1
TBML00004568,6370,250000.0,327143.19,1.308573,1,0,Machinery,South Africa,Mozambique,0
TBML00004569,5822,250000.0,336832.87,1.347331,1,0,Vehicles,China,Mozambique,1
TBML00004570,44768,250000.0,170894.16,0.683577,0,1,Vehicles,China,Mozambique,1
TBML00004571,42819,10000.0,6734.01,0.673401,0,1,Fuel,India,China,1
TBML00004572,15464,250000.0,286934.62,1.147738,0,0,Machinery,China,Kenya,1
TBML00004573,45138,100000.0,111279.8,1.112798,0,0,Chemicals,Mauritius,China,1
TBML00004574,8911,10000.0,13321.12,1.332112,1,0,Chemicals,China,Botswana,1
TBML00004575,39754,25000.0,16166.04,0.646641,0,1,Chemicals,United Arab Emirates,Mauritius,1
TBML00004576,33483,250000.0,245475.64,0.981903,0,0,Fuel,South Africa,China,1
TBML00004577,14723,10000.0,10112.89,1.011289,0,0,Textiles,Mauritius,Botswana,1
TBML00004578,37198,25000.0,31457.64,1.258305,1,0,Chemicals,United Kingdom,Kenya,1
TBML00004579,32202,250000.0,361072.05,1.444288,1,0,Textiles,Mauritius,Mozambique,1
TBML00004580,46375,50000.0,29988.01,0.59976,0,1,Machinery,China,China,1
TBML00004581,20479,25000.0,36881.11,1.475245,1,0,Electronics,South Africa,United Arab Emirates,1
TBML00004582,48303,100000.0,72969.13,0.729691,0,1,Textiles,India,Botswana,0
TBML00004583,12816,100000.0,57257.15,0.572572,0,1,Machinery,United Kingdom,Mauritius,1
TBML00004584,23139,50000.0,60276.4,1.205528,1,0,Textiles,Zimbabwe,United Kingdom,1
TBML00004585,5327,10000.0,10010.55,1.001055,0,0,Fuel,India,Mauritius,1
TBML00004586,14627,10000.0,8026.82,0.802682,0,0,Fuel,Zimbabwe,China,1
TBML00004587,4511,50000.0,69712.05,1.394241,1,0,Electronics,Mauritius,United Arab Emirates,1
TBML00004588,42591,250000.0,368451.39,1.473806,1,0,Chemicals,Zimbabwe,Botswana,0
TBML00004589,11989,10000.0,14886.95,1.488695,1,0,Electronics,South Africa,China,1
TBML00004590,20476,100000.0,80108.09,0.801081,0,0,Fuel,India,China,1
TBML00004591,32829,10000.0,10612.4,1.06124,0,0,Textiles,South Africa,Botswana,0
TBML00004592,22068,100000.0,102061.28,1.020613,0,0,Vehicles,South Africa,Mauritius,1
TBML00004593,414,10000.0,10386.99,1.038699,0,0,Chemicals,Zimbabwe,Mozambique,0
TBML00004594,27826,10000.0,6420.57,0.642057,0,1,Chemicals,United Kingdom,Kenya,1
TBML00004595,14058,50000.0,49593.35,0.991867,0,0,Electronics,United Kingdom,Botswana,1
TBML00004596,6824,100000.0,63233.37,0.632334,0,1,Textiles,Zimbabwe,United Arab Emirates,1
TBML00004597,418,10000.0,12709.17,1.270917,1,0,Fuel,Zimbabwe,China,1
TBML00004598,47673,25000.0,25906.56,1.036262,0,0,Electronics,United Arab Emirates,Mauritius,1
TBML00004599,46070,25000.0,14092.29,0.563692,0,1,Fuel,United Arab Emirates,China,1
TBML00004600,32132,25000.0,14395.68,0.575827,0,1,Fuel,United Kingdom,United Kingdom,1
TBML00004601,7726,10000.0,8907.67,0.890767,0,0,Textiles,Zimbabwe,Botswana,0
TBML00004602,24452,10000.0,6422.65,0.642265,0,1,Fuel,Mauritius,Mauritius,1
TBML00004603,12686,250000.0,138671.9,0.554688,0,1,Textiles,United Kingdom,United Arab Emirates,1
TBML00004604,12848,100000.0,105620.97,1.05621,0,0,Textiles,United Kingdom,China,1
TBML00004605,38577,50000.0,62258.05,1.245161,1,0,Electronics,China,Kenya,1
TBML00004606,42521,50000.0,26835.89,0.536718,0,1,Chemicals,Mauritius,United Kingdom,1
TBML00004607,31850,10000.0,5021.47,0.502147,0,1,Fuel,Mauritius,United Arab Emirates,1
TBML00004608,45507,250000.0,312415.0,1.24966,1,0,Machinery,Mauritius,Mauritius,1
TBML00004609,24189,250000.0,190950.74,0.763803,0,1,Electronics,South Africa,Mozambique,0
TBML00004610,11597,50000.0,52033.41,1.040668,0,0,Textiles,Mauritius,Mauritius,1
TBML00004611,1424,50000.0,63445.2,1.268904,1,0,Fuel,Mauritius,United Kingdom,1
TBML00004612,25600,50000.0,35231.2,0.704624,0,1,Electronics,Zimbabwe,Mozambique,0
TBML00004613,11578,250000.0,190407.18,0.761629,0,1,Chemicals,Zimbabwe,China,1
TBML00004614,43379,50000.0,74785.49,1.49571,1,0,Chemicals,India,Mozambique,0
TBML00004615,10551,250000.0,218605.04,0.87442,0,0,Textiles,China,Botswana,1
TBML00004616,5427,25000.0,36692.82,1.467713,1,0,Chemicals,China,Mozambique,1
TBML00004617,15327,25000.0,28759.7,1.150388,0,0,Textiles,South Africa,United Kingdom,1
TBML00004618,8677,50000.0,38880.51,0.77761,0,1,Chemicals,South Africa,United Kingdom,1
TBML00004619,10811,10000.0,9423.84,0.942384,0,0,Textiles,Mauritius,United Arab Emirates,1
TBML00004620,28262,50000.0,37743.68,0.754874,0,1,Vehicles,Mauritius,Mauritius,1
TBML00004621,21925,250000.0,133310.55,0.533242,0,1,Vehicles,India,United Kingdom,1
TBML00004622,31520,250000.0,357971.45,1.431886,1,0,Electronics,Zimbabwe,Mauritius,1
TBML00004623,20544,250000.0,366358.14,1.465433,1,0,Textiles,Mauritius,China,1
TBML00004624,34743,100000.0,135344.73,1.353447,1,0,Electronics,South Africa,United Arab Emirates,1
TBML00004625,41219,100000.0,122608.36,1.226084,1,0,Vehicles,United Arab Emirates,Kenya,1
TBML00004626,10853,10000.0,7985.96,0.798596,0,1,Electronics,Mauritius,China,1
TBML00004627,12272,25000.0,37458.21,1.498329,1,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00004628,36598,50000.0,52138.99,1.04278,0,0,Machinery,Zimbabwe,Kenya,0
TBML00004629,25908,10000.0,8270.79,0.827079,0,0,Electronics,Zimbabwe,Kenya,0
TBML00004630,48742,250000.0,167571.25,0.670285,0,1,Electronics,South Africa,China,1
TBML00004631,15518,250000.0,209626.13,0.838505,0,0,Fuel,United Kingdom,Botswana,1
TBML00004632,41057,25000.0,25323.04,1.012922,0,0,Electronics,South Africa,Mauritius,1
TBML00004633,45354,25000.0,27673.69,1.106948,0,0,Chemicals,China,Botswana,1
TBML00004634,38373,50000.0,49874.84,0.997497,0,0,Fuel,United Kingdom,Botswana,1
TBML00004635,4562,10000.0,6157.23,0.615723,0,1,Machinery,China,United Kingdom,1
TBML00004636,29506,10000.0,8463.01,0.846301,0,0,Vehicles,China,Mauritius,1
TBML00004637,22281,10000.0,9946.72,0.994672,0,0,Textiles,United Kingdom,United Arab Emirates,1
TBML00004638,10476,100000.0,75946.46,0.759465,0,1,Machinery,China,Mozambique,1
TBML00004639,20405,10000.0,8884.01,0.888401,0,0,Textiles,South Africa,Mauritius,1
TBML00004640,44540,50000.0,51258.78,1.025176,0,0,Fuel,South Africa,Mauritius,1
TBML00004641,25030,50000.0,37757.55,0.755151,0,1,Vehicles,Zimbabwe,United Arab Emirates,1
TBML00004642,35841,10000.0,14991.94,1.499194,1,0,Fuel,China,Mauritius,1
TBML00004643,7058,10000.0,9025.87,0.902587,0,0,Machinery,Zimbabwe,Mauritius,1
TBML00004644,26910,50000.0,28843.41,0.576868,0,1,Machinery,United Arab Emirates,China,1
TBML00004645,46272,50000.0,65118.16,1.302363,1,0,Vehicles,South Africa,Mauritius,1
TBML00004646,37630,50000.0,38268.85,0.765377,0,1,Vehicles,United Kingdom,China,1
TBML00004647,28237,50000.0,42328.37,0.846567,0,0,Chemicals,Mauritius,Mauritius,1
TBML00004648,27735,100000.0,125549.99,1.2555,1,0,Electronics,United Arab Emirates,Mozambique,1
TBML00004649,2683,50000.0,64663.72,1.293274,1,0,Electronics,Mauritius,Kenya,1
TBML00004650,21665,250000.0,164242.29,0.656969,0,1,Textiles,China,China,1
TBML00004651,23748,25000.0,16232.49,0.6493,0,1,Textiles,Zimbabwe,United Kingdom,1
TBML00004652,44883,250000.0,214238.28,0.856953,0,0,Chemicals,United Arab Emirates,United Arab Emirates,1
TBML00004653,2620,25000.0,28322.85,1.132914,0,0,Electronics,Zimbabwe,China,1
TBML00004654,4453,10000.0,8569.18,0.856918,0,0,Fuel,South Africa,United Kingdom,1
TBML00004655,38999,25000.0,20915.24,0.83661,0,0,Textiles,India,Mauritius,1
TBML00004656,48987,100000.0,149895.14,1.498951,1,0,Vehicles,Zimbabwe,China,1
TBML00004657,19240,25000.0,35849.1,1.433964,1,0,Machinery,United Kingdom,Mozambique,1
TBML00004658,48842,25000.0,18087.12,0.723485,0,1,Machinery,Mauritius,Kenya,1
TBML00004659,15028,10000.0,14148.82,1.414882,1,0,Textiles,India,Kenya,0
TBML00004660,26424,250000.0,198785.77,0.795143,0,1,Electronics,Mauritius,United Kingdom,1
TBML00004661,24545,100000.0,137251.32,1.372513,1,0,Electronics,China,Mauritius,1
TBML00004662,37801,10000.0,11662.93,1.166293,0,0,Machinery,United Kingdom,Mozambique,1
TBML00004663,20943,25000.0,31468.01,1.25872,1,0,Fuel,India,Mauritius,1
TBML00004664,25268,10000.0,5163.91,0.516391,0,1,Fuel,United Arab Emirates,United Arab Emirates,1
TBML00004665,47755,50000.0,34606.18,0.692124,0,1,Chemicals,Mauritius,China,1
TBML00004666,43677,50000.0,61127.74,1.222555,1,0,Machinery,United Arab Emirates,Mozambique,1
TBML00004667,45061,50000.0,58552.64,1.171053,0,0,Machinery,Zimbabwe,China,1
TBML00004668,35788,25000.0,20654.32,0.826173,0,0,Fuel,South Africa,China,1
TBML00004669,20931,25000.0,21422.9,0.856916,0,0,Fuel,Mauritius,United Kingdom,1
TBML00004670,48265,25000.0,25357.73,1.014309,0,0,Machinery,China,Kenya,1
TBML00004671,8335,25000.0,16320.29,0.652812,0,1,Textiles,South Africa,Mozambique,0
TBML00004672,47091,250000.0,169526.93,0.678108,0,1,Electronics,Zimbabwe,Mauritius,1
TBML00004673,19601,100000.0,137361.31,1.373613,1,0,Textiles,South Africa,United Arab Emirates,1
TBML00004674,18777,25000.0,34264.9,1.370596,1,0,Chemicals,South Africa,Mozambique,0
TBML00004675,11620,100000.0,112110.72,1.121107,0,0,Electronics,United Arab Emirates,Mozambique,1
TBML00004676,43440,250000.0,351857.17,1.407429,1,0,Vehicles,China,China,1
TBML00004677,2146,100000.0,53939.65,0.539396,0,1,Machinery,China,Mozambique,1
TBML00004678,31216,250000.0,271666.23,1.086665,0,0,Vehicles,United Arab Emirates,Kenya,1
TBML00004679,5591,100000.0,131954.56,1.319546,1,0,Vehicles,India,Mauritius,1
TBML00004680,6970,250000.0,320534.73,1.282139,1,0,Machinery,United Arab Emirates,United Arab Emirates,1
TBML00004681,11988,250000.0,206928.57,0.827714,0,0,Electronics,United Kingdom,United Kingdom,1
TBML00004682,41938,100000.0,133887.69,1.338877,1,0,Textiles,United Arab Emirates,China,1
TBML00004683,11520,25000.0,29331.77,1.173271,0,0,Fuel,Zimbabwe,United Kingdom,1
TBML00004684,49357,50000.0,55853.78,1.117076,0,0,Electronics,China,China,1
TBML00004685,36469,25000.0,36261.5,1.45046,1,0,Textiles,Zimbabwe,Kenya,0
TBML00004686,41587,10000.0,6471.98,0.647198,0,1,Machinery,India,Kenya,0
TBML00004687,41933,100000.0,131500.53,1.315005,1,0,Vehicles,India,Kenya,0
TBML00004688,3414,100000.0,107568.23,1.075682,0,0,Fuel,South Africa,Mozambique,0
TBML00004689,2790,10000.0,7125.6,0.71256,0,1,Chemicals,United Arab Emirates,Mauritius,1
TBML00004690,47242,25000.0,14213.89,0.568555,0,1,Textiles,India,China,1
TBML00004691,12481,10000.0,10576.07,1.057607,0,0,Electronics,India,China,1
TBML00004692,30476,250000.0,133491.54,0.533966,0,1,Vehicles,China,China,1
TBML00004693,49700,25000.0,29730.68,1.189227,0,0,Vehicles,United Arab Emirates,United Arab Emirates,1
TBML00004694,11302,250000.0,141488.49,0.565954,0,1,Fuel,Zimbabwe,Mauritius,1
TBML00004695,22192,25000.0,30793.03,1.231721,1,0,Electronics,China,China,1
TBML00004696,30223,10000.0,8370.93,0.837093,0,0,Chemicals,China,United Arab Emirates,1
TBML00004697,44888,250000.0,309362.96,1.237452,1,0,Textiles,India,China,1
TBML00004698,30505,250000.0,141974.71,0.567899,0,1,Vehicles,United Kingdom,Mozambique,1
TBML00004699,40912,250000.0,191358.42,0.765434,0,1,Chemicals,United Arab Emirates,Mozambique,1
TBML00004700,14194,50000.0,51140.27,1.022805,0,0,Vehicles,South Africa,United Arab Emirates,1
TBML00004701,4146,100000.0,131176.41,1.311764,1,0,Fuel,United Arab Emirates,China,1
TBML00004702,22484,10000.0,12739.62,1.273962,1,0,Machinery,India,United Arab Emirates,1
TBML00004703,37546,100000.0,114298.01,1.14298,0,0,Electronics,United Arab Emirates,Mauritius,1
TBML00004704,2722,50000.0,61582.8,1.231656,1,0,Electronics,China,Botswana,1
TBML00004705,6561,25000.0,21035.54,0.841422,0,0,Machinery,United Kingdom,China,1
TBML00004706,18959,250000.0,347054.45,1.388218,1,0,Electronics,India,China,1
TBML00004707,40904,50000.0,29022.53,0.580451,0,1,Electronics,United Kingdom,Mozambique,1
TBML00004708,11128,100000.0,109102.34,1.091023,0,0,Textiles,Zimbabwe,United Arab Emirates,1
TBML00004709,32765,250000.0,163065.91,0.652264,0,1,Electronics,United Kingdom,Mauritius,1
TBML00004710,19091,250000.0,198275.4,0.793102,0,1,Electronics,South Africa,China,1
